Id, Title, Isbn, Year, CallNumber, CcbcCollection, Genres, NewEdition, NonUsPublisher, Publisher, OriginallyPublishedIn, Translated, TranslatedNotes, Subject, Subject Disability Notes, Subject Heritage/Region Notes, Subject Lgbtq Notes, Subject Religion Notes, Primary Character 1, PrimaryCharacterDisabilityNotes 1, PrimaryCharacterHeritageNotes 1, PrimaryCharacterSexualityNotes 1, PrimaryCharacterTypeNotes 1, PrimaryCharacterReligionNotes 1, PrimaryCharacterHeritageByNotes 1, PrimaryCharacterGenderNotes 1, Primary Character 2, PrimaryCharacterDisabilityNotes 2, PrimaryCharacterHeritageNotes 2, PrimaryCharacterSexualityNotes 2, PrimaryCharacterTypeNotes 2, PrimaryCharacterReligionNotes 2, PrimaryCharacterHeritageByNotes 2, PrimaryCharacterGenderNotes 2, Primary Character 3, PrimaryCharacterDisabilityNotes 3, PrimaryCharacterHeritageNotes 3, PrimaryCharacterSexualityNotes 3, PrimaryCharacterTypeNotes 3, PrimaryCharacterReligionNotes 3, PrimaryCharacterHeritageByNotes 3, PrimaryCharacterGenderNotes 3, Primary Character 4, PrimaryCharacterDisabilityNotes 4, PrimaryCharacterHeritageNotes 4, PrimaryCharacterSexualityNotes 4, PrimaryCharacterTypeNotes 4, PrimaryCharacterReligionNotes 4, PrimaryCharacterHeritageByNotes 4, PrimaryCharacterGenderNotes 4, Primary Character 5, PrimaryCharacterDisabilityNotes 5, PrimaryCharacterHeritageNotes 5, PrimaryCharacterSexualityNotes 5, PrimaryCharacterTypeNotes 5, PrimaryCharacterReligionNotes 5, PrimaryCharacterHeritageByNotes 5, PrimaryCharacterGenderNotes 5, Secondary Character 1, SecondaryCharacterDisabilityNotes 1, SecondaryCharacterHeritageNotes 1, SecondaryCharacterSexualityNotes 1, SecondaryCharacterTypeNotes 1, SecondaryCharacterReligionNotes 1, SecondaryCharacterHeritageByNotes 1, SecondaryCharacterGenderNotes 1, Secondary Character 2, SecondaryCharacterDisabilityNotes 2, SecondaryCharacterHeritageNotes 2, SecondaryCharacterSexualityNotes 2, SecondaryCharacterTypeNotes 2, SecondaryCharacterReligionNotes 2, SecondaryCharacterHeritageByNotes 2, SecondaryCharacterGenderNotes 2, Secondary Character 3, SecondaryCharacterDisabilityNotes 3, SecondaryCharacterHeritageNotes 3, SecondaryCharacterSexualityNotes 3, SecondaryCharacterTypeNotes 3, SecondaryCharacterReligionNotes 3, SecondaryCharacterHeritageByNotes 3, SecondaryCharacterGenderNotes 3, Secondary Character 4, SecondaryCharacterDisabilityNotes 4, SecondaryCharacterHeritageNotes 4, SecondaryCharacterSexualityNotes 4, SecondaryCharacterTypeNotes 4, SecondaryCharacterReligionNotes 4, SecondaryCharacterHeritageByNotes 4, SecondaryCharacterGenderNotes 4, Secondary Character 5, SecondaryCharacterDisabilityNotes 5, SecondaryCharacterHeritageNotes 5, SecondaryCharacterSexualityNotes 5, SecondaryCharacterTypeNotes 5, SecondaryCharacterReligionNotes 5, SecondaryCharacterHeritageByNotes 5, SecondaryCharacterGenderNotes 5, Contributors, ContributorTypes, Contributor Identity, ContributorDisabilityNotes, ContributorLgbtqNotes, ContributorSpecificCulture, GenderMarkerNotes, Gender Markers
"5571","Hold My Hand","9780374304867","2019","Barakiva","Fiction","Contemporary","No","No","Farrar Straus Giroux / Macmillan","","No","","Asian, Christian, LGBTQ Character/Topic","","Armenian American (primary)","Gay (primary and secondary)","Armenian Orthodox (primary)","Asian, Christian, Human, LGBTQ+, Male, Text, Text","","Alek is Armenian American.","Alek is gay.","","Alek is Armenian Orthodox.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian, Confirmed White, Human, LGBTQ+, Male, Text, Text","","Alek's family and the Reverend Father are Armenian American. Ethan is white.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Michael Barakiva","Author","Asian, LGBTQ, Male, Middle East (Michael Barakiva)","","","Armenian, Israeli","",""
"5586","All Eyes on Us","9781534404403","2019","Frick","Fiction","Contemporary","No","No","Margaret K. McElderry Books / Simon & Schuster","","No","","Christian, LGBTQ Character/Topic","","","Lesbian (1 of 2 primary)","One primary character has fundamentalist Christian parents.","Assumed White, Female, Human, LGBTQ+, Other Heritage Specification, Text","","","Rosalie is a lesbian.","Two","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Human, Male, Other Heritage Specification, Text","","","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kit Frick","Author","Female, White (Kit Frick)","","","","",""
"5595","Something Like Gravity","9781534437180","2019","Smith","Fiction","Contemporary","No","No","Margaret K. McElderry Books / Simon & Schuster","","No","","Christian, Jewish, LGBTQ Character/Topic","","","Transgender male (1 of 2 primary)","One of the two primaries has a Jewish mother and Christian father.","Assumed White, Christian, Female, Human, Jewish, LGBTQ+, Male, Other Heritage Specification, Text, Transgender","","","Transgender male","Two","Maia's mother is Jewish and father is Christian.","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Amber Smith","Author","Female, LGBTQ, White (Amber Smith)","","Queer","","",""
"5606","Patron Saints of Nothing","9780525554912","2019","Ribay","Fiction","Contemporary","No","No","Kokila / Penguin Random House","","No","","Asian, Christian","","Biracial (Filipino/White) (primary); Filipino (secondary)","","Catholic","Asian, Confirmed White, Human, Male, Multiracial, Other Heritage Specification, Text","","Biracial (Filipino/White)","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian, Female, Human, LGBTQ+, Male, Other Heritage Specification, Text","","Jun, Jay's aunts and uncles and cousins are Filipino","Grace is a lesbian.","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Randy Ribay","Author","Asian, Male (Randy Ribay)","","","Filipino","",""
"5804","Masters of Silence (Heroes Quartet, #2)","9781773212616","2019","Kacer","Fiction","Historical","No","No","Annick","","No","","Christian, Jewish, Physical","Mutism due to psychological trauma (1 of 2 primary)","","","Set in a convent; Jewish primary characters","Assumed White, Female, Human, Jewish, Male, Other Heritage Specification, Physical, Text","Henry is mute.","","","Two","","They are German Jews.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Human, Male, Physical, Text","Mutism due to psychological trauma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kathy Kacer","Author","Female, White (Kathy Kacer)","","","","",""
"5856","Under Water","9781947627048","2019","Powers","Fiction","Contemporary","No","No","Cinco Puntos","","No","","Black/African, Christian, Other Religion","","Set in South Africa. Zulu (primary)","","Zulu spiritual traditions","Black/African, Christian, Female, Human, Other Heritage Specification, Other Religion, Text","","Zulu","","","Zulu spiritual traditions","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Female, Human, Male, Other Heritage Specification, Text","","Zulu","","Three","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","J. L. Powers","Author","Female, White (J. L. Powers)","","","","",""
"5930","Rising Above Shepherdsville","9781481452830","2019","Schoenbohm","Fiction","Historical","No","No","Beach Lane / Simon & Schuster","","No","","Black/African, Christian, Physical","Dulcie is mute. Her mother (now deceased) had depression.","African American (secondary)","","Baptist","Confirmed White, Female, Human, Other Heritage Specification, Physical, Text","Dulcie is mute.","","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Confirmed White, Female, Human, Male, Other Heritage Specification, Text","","Evangeline is African American. Ray, Aunt Bernie, and Reverend Love are white.","","","Baptist","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ann Schoenbohm","Author","Female, White (Ann Schoenbohm)","","","","",""
"6111","Minor Prophets","9781419739040","2019","Cajoleas","Fiction","Fantasy","No","No","Abrams / Amulet","","No","","Christian","","","","Evangelical Christian (secondary)","Assumed White, Human, Male, Other Heritage Specification, Text","","","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Christian, Female, Human, Male, Other Heritage Specification, Text","","","","","Jeremiah was an Evangelical Christian.","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jimmy Cajoleas","Author","Heritage Unknown, Male (Jimmy Cajoleas)","","","","",""
"6482","Rise! From Caged Bird to Poet of the People, Maya Angelou","9781620145876","2019","818 Hegedus","Non-Fiction","Biography/History","No","No","Lee & Low","","No","","Black/African, Christian, Physical","Selective mutism (primary)","African American (primary)","","Christian (primary)","Black/African, Christian, Female, Human, Physical, Text, Text","Selective mutism","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bethany Hegedus, Tonya Engel","Author, Illustrator","Female, White (Bethany Hegedus), Black/African, Female (Tonya Engel)","","","African American","",""
"6819","It Rained Warm Bread","9781250165725","2019","Moskowitz-Sweet","Fiction","Historical, Poetry","No","No","Christy Ottaviano Books / Henry Holt","","No","","Christian, Jewish","","","","Jewish (primary); Christian (secondary)","Assumed White, Human, Jewish, Male, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Female, Group, Human, Jewish, Male, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gloria Moskowitz-Sweet, Hope Anita Smith","Author","Female, Latinx, Multiracial (Gloria Moskowitz-Sweet), Black/African, Female (Hope Anita Smith)","","","African American, Salvadorian and Polish Jewish","",""
"6855","Color Me In","9780525578239","2019","Diaz","Fiction","Contemporary","No","No","Delacorte / Random House","","No","","Black/African, Christian, Jewish, Latinx","","Biracial (African American/white) (primary); Latinx (secondary)","","Jewish (primary); Baptist (secondary)","Black/African, Confirmed White, Female, Human, Jewish, Multiracial, Text, Text","","Biracial (African American/white)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Human, Latinx, Male, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Natasha Diaz","Author","Black/African, Female, Latinx, Multiracial (Natasha Diaz)","","","Liberian, Brazilian, White","",""
"6931","Joe Quinn's Poltergeist","9781536201604","2019","Almond","Fiction","Graphic Novel, Historical","Yes","No","Candlewick","","No","","Christian","","","","Catholic (primary and secondary)","Assumed White, Christian, Human, Illustrations, Male, Text","","","","","Catholic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Christian, Human, Illustrations, Male, Text","","","","","The priest is Catholic.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","David Almond, Dave McKean","Author, Illustrator","Male, White (David Almond), Male, White (Dave McKean)","","","","",""
"6950","One Christmas Adventure","9781680101553","2019","Butler","Picture Book","Animal Fantasy","No","No","Tiger Tales","","No","","Christian","","","","All of the characters are celebrating Christmas.","Animal, Male, Text","","","","Hedgehog","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal, Male, Not specified, Text, Unknown","","","","Various species","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M. Christina Butler, Tina Macnaughton","Author, Illustrator","Female, White (M. Christina Butler), Female, White (Tina Macnaughton)","","","","",""
"6951","The Most Wonderful Gift in the World","9781680101737","2019","Sperring","Picture Book","Animal Fantasy","No","No","Tiger Tales","","No","","Christian","","","","The characters are celebrating Christmas.","Animal, Assumed White, Female, Human, Illustrations, Male, Text","","","","One human girl, one bear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal, Female, Text","","","","Rabbit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lucy Fleming, Mark Sperring","Author, Illustrator","Female, White (Lucy Fleming), Male, White (Mark Sperring)","","","","The human girl wears a bow in her hair.","Bow"
"6991","The Great Santa Stakeout","9781338169980","2019","Bird","Picture Book","Fantasy","No","No","Arthur A. Levine Books / Scholastic","","No","","Brown Skin Unspecified, Christian","","Brown skin (primary)","","The book is about Santa/Christmas.","Brown Skin, Christian, Human, Illustrations, Male, Text","","","","","Assumed Christian, since he celebrates Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Human, Illustrations, Male, Text","","","","Santa Claus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dan Santat, Betsy Bird","Author, Illustrator","Asian, Male (Dan Santat), Female, White (Betsy Bird)","","","Thai American","",""
